sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_jail_time (days),date_dif_in_jail,c_charge_degree,is_recid,decile_score,score_text,two_year_recid
Female,Greater than 45,Caucasian,0,0,0,0,-1,2013-03-03 04:23:16,2013-03-04 03:20:47,0.956608796295768,1,F,1,9,High,1
Male,Less than 25,African-American,0,0,0,2,-9,2014-11-03 03:58:47,2014-11-10 08:37:45,7.19372685185226,7,F,1,8,High,1
Female,25 - 45,African-American,0,0,0,2,-1,2013-12-29 05:41:34,2014-06-23 08:58:22,176.136666666665,176,F,1,5,Medium,1
Male,25 - 45,African-American,0,0,0,8,0,2014-10-27 05:38:53,2014-12-09 09:50:48,43.1749421296336,43,M,1,6,Medium,1
Male,25 - 45,African-American,0,0,0,1,-17,2013-11-02 05:15:33,2013-11-03 01:25:20,0.84012731481198,1,F,0,2,Low,0
Male,25 - 45,African-American,0,0,0,11,-1,2013-10-21 04:00:29,2013-10-21 08:15:51,0.177337962959427,0,M,1,3,Low,1
Male,Greater than 45,Caucasian,0,0,0,1,0,2014-02-26 02:55:56,2014-03-13 08:51:59,15.2472569444435,15,F,0,2,Low,0
Male,Less than 25,African-American,0,0,0,0,-1,2014-02-16 06:13:33,2014-02-17 12:49:42,1.27510416666337,1,M,1,3,Low,1
Male,Greater than 45,African-American,0,0,0,4,-28,2013-01-16 08:10:42,2013-01-18 04:32:26,1.84842592592759,2,F,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,0,0,2013-09-04 06:00:32,2013-09-05 05:33:52,0.981481481481751,1,M,0,1,Low,0
Male,25 - 45,Hispanic,0,0,0,3,-1,2013-02-09 11:26:36,2013-02-10 07:48:25,0.848483796296932,1,F,1,6,Medium,1
Male,25 - 45,Caucasian,0,0,0,0,0,2014-02-06 04:06:20,2014-02-06 08:57:25,0.20214120370656,0,M,0,1,Low,0
Female,Less than 25,Caucasian,0,0,0,0,-1,2013-05-24 12:37:03,2013-05-25 08:02:40,0.809456018519995,1,F,0,5,Medium,0
Male,25 - 45,Hispanic,0,1,1,2,-1,2014-06-05 07:13:41,2014-06-06 02:37:16,0.808043981480296,1,F,1,2,Low,1
Male,25 - 45,Hispanic,0,0,0,0,0,2013-01-13 03:01:20,2013-01-14 08:35:03,1.23174768518948,1,F,0,2,Low,0
Male,25 - 45,African-American,0,0,0,3,-1,2014-01-12 03:45:52,2014-01-14 10:17:54,2.27224537036818,2,M,1,2,Low,1
Female,Less than 25,Caucasian,0,0,0,0,-2,2013-02-05 09:33:50,2013-02-06 10:01:51,1.01945601851912,1,F,1,7,Medium,1
Male,25 - 45,Other,0,0,0,8,-1,2014-08-28 09:55:48,2014-08-29 08:18:56,0.932731481480005,1,F,1,6,Medium,1
Male,Less than 25,Hispanic,0,0,0,0,-1,2013-03-15 04:47:34,2013-03-16 01:38:46,0.868888888886431,1,F,1,3,Low,1
Female,25 - 45,African-American,0,0,0,2,-1,2013-02-14 09:23:00,2013-02-15 12:12:17,1.11755787036964,1,F,0,1,Low,0
Male,25 - 45,African-American,0,0,0,2,-13,2013-08-29 05:03:55,2013-09-05 12:21:23,7.30379629629897,7,F,0,3,Low,0
Female,25 - 45,African-American,0,0,0,0,-3,2013-05-17 09:06:49,2013-05-18 08:14:43,0.963819444441469,1,F,0,3,Low,0
Female,Less than 25,African-American,0,0,0,2,-2,2013-09-03 04:05:37,2013-09-04 08:26:49,1.18138888888643,1,F,1,5,Medium,1
Male,Greater than 45,Hispanic,0,0,0,0,-1,2013-03-20 04:29:14,2013-03-21 02:12:17,0.904895833336923,1,F,0,1,Low,0
Male,Less than 25,African-American,0,0,0,1,-1,2014-11-01 11:47:12,2014-11-05 10:52:42,3.9621527777781,4,F,1,4,Low,1
Male,25 - 45,Caucasian,0,0,0,1,0,2014-01-06 01:38:41,2014-01-07 03:10:22,1.06366898148553,1,F,1,2,Low,1
Male,25 - 45,African-American,0,0,0,0,-1,2013-04-25 06:46:34,2013-04-26 07:16:35,1.02084490740526,1,M,0,3,Low,0
Male,25 - 45,Caucasian,0,0,0,17,-1,2014-12-22 03:50:40,2015-01-26 09:27:55,35.2342013888847,35,F,1,2,Low,1
Male,25 - 45,Caucasian,0,0,0,0,-1,2013-11-09 09:35:08,2013-11-10 02:20:46,0.698356481480005,1,F,1,3,Low,1
Male,25 - 45,African-American,0,0,0,6,0,2013-05-26 03:26:17,2013-06-05 10:17:58,10.2858912036972,10,M,0,8,High,0
Male,Greater than 45,African-American,0,0,0,8,-1,2014-11-01 05:57:13,2014-11-04 08:54:12,3.12290509259037,3,M,1,1,Low,1
Male,Less than 25,African-American,0,0,0,0,-1,2013-11-18 07:33:48,2013-12-18 09:34:42,30.0839583333363,30,F,0,8,High,0
Female,25 - 45,Caucasian,0,0,0,0,-1,2013-02-10 02:39:21,2013-02-11 04:05:45,1.05999999999767,1,M,0,1,Low,0
Male,Less than 25,African-American,0,0,0,0,-1,2014-07-03 09:30:39,2014-08-05 07:51:46,32.9313310185171,33,F,1,7,Medium,1
Female,Less than 25,Caucasian,0,0,0,0,-1,2014-12-24 10:38:55,2014-12-25 01:06:56,0.602789351854881,1,M,1,5,Medium,1
Male,25 - 45,African-American,0,0,0,2,-1,2013-08-16 05:44:10,2013-08-17 07:39:31,1.08010416667094,1,F,0,3,Low,0
Male,Greater than 45,Caucasian,0,0,0,0,-1,2013-05-25 05:28:09,2013-05-26 08:34:54,1.12968749999709,1,M,0,1,Low,0
Female,Greater than 45,African-American,0,0,0,0,0,2013-03-21 12:52:08,2013-03-21 06:13:19,0.276956018518831,0,M,0,1,Low,0
Female,25 - 45,African-American,0,0,0,0,-1,2013-09-05 03:46:16,2013-09-12 08:10:49,7.18371527777344,7,M,0,9,High,0
Male,25 - 45,Other,0,0,0,0,-1,2013-01-24 01:38:57,2013-01-25 07:33:52,1.24646990741167,1,F,0,1,Low,0
Male,25 - 45,African-American,0,0,0,3,-1,2014-07-30 01:39:00,2014-09-05 08:35:07,37.2889699074076,37,F,1,5,Medium,1
Male,Less than 25,African-American,1,2,0,5,-1,2014-09-20 04:22:30,2014-09-22 04:06:35,1.9889467592584,2,F,1,9,High,1
Male,Greater than 45,African-American,0,0,0,8,-1,2014-03-01 09:29:59,2014-03-03 02:05:54,1.69160879629635,2,F,0,4,Low,0
Male,25 - 45,African-American,0,0,0,7,-1,2013-10-26 05:44:07,2013-10-27 08:13:55,1.10402777777927,1,M,0,4,Low,0
Male,Less than 25,Caucasian,0,0,0,0,-1,2014-07-22 12:50:30,2014-08-20 11:15:52,28.934282407412,29,F,1,4,Low,1
Male,25 - 45,African-American,0,0,0,4,-1,2013-03-23 01:32:34,2013-03-28 09:37:27,5.33672453703184,5,M,0,8,High,0
Male,Greater than 45,Caucasian,0,0,0,0,-1,2013-03-10 12:30:14,2013-03-11 02:00:14,0.5625,1,M,0,1,Low,0
Male,25 - 45,African-American,0,0,0,0,0,2013-03-01 03:57:35,2013-03-02 05:35:14,1.06781250000495,1,F,0,2,Low,0
Male,25 - 45,African-American,0,0,0,0,0,2013-02-12 01:53:34,2013-02-12 09:28:20,0.315810185187729,0,F,0,7,Medium,0
Male,25 - 45,African-American,0,0,0,10,0,2013-05-25 04:58:47,2013-05-26 08:32:44,1.14857638888498,1,F,1,8,High,1
Male,Less than 25,African-American,0,0,0,0,0,2013-10-30 02:46:16,2013-10-30 09:15:53,0.27056712963531,0,F,0,4,Low,0
Male,25 - 45,African-American,0,0,0,8,0,2013-03-02 01:21:18,2013-03-03 04:34:08,1.13391203703941,1,F,0,6,Medium,0
Male,Greater than 45,Caucasian,0,0,0,7,-1,2013-02-05 05:11:31,2013-02-10 10:00:25,5.20062499999767,5,F,1,7,Medium,1
Male,25 - 45,Caucasian,0,0,0,0,0,2013-09-08 04:52:48,2013-09-09 02:05:47,0.884016203708597,1,F,0,6,Medium,0
Male,Less than 25,Caucasian,0,0,0,5,-1,2014-01-23 09:18:58,2014-01-24 01:28:28,0.67326388888614,1,M,1,5,Medium,1
Male,25 - 45,African-American,0,0,0,4,-1,2014-03-08 06:53:55,2014-03-09 09:49:38,1.12202546296612,1,M,0,2,Low,0
Male,25 - 45,African-American,0,0,0,1,-3,2013-06-14 07:49:13,2013-06-16 12:55:15,2.21252314814774,2,M,0,2,Low,0
Male,25 - 45,Other,0,0,0,0,-1,2013-04-14 08:51:52,2013-04-16 11:03:36,2.09148148148233,2,M,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,4,-18,2014-06-20 08:59:53,2014-06-21 07:10:18,0.923900462963502,1,M,1,5,Medium,1
Female,25 - 45,African-American,0,0,0,8,0,2013-04-23 02:38:34,2013-06-27 09:15:25,65.275590277779,65,F,1,8,High,1
Male,Greater than 45,Hispanic,0,0,0,0,-1,2014-03-06 11:57:06,2014-03-07 08:44:57,0.866562499999418,1,M,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,2,-17,2013-03-23 03:00:12,2013-03-24 02:12:19,0.966747685182781,1,M,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,2,-3,2013-03-29 01:48:34,2013-03-30 08:12:01,1.26628472222365,1,F,0,2,Low,0
Male,Less than 25,Caucasian,0,0,0,0,0,2013-01-23 03:55:12,2013-02-07 08:39:52,15.1976851851869,15,F,0,2,Low,0
Male,25 - 45,African-American,0,0,0,0,-1,2014-02-11 03:38:18,2014-02-13 04:01:59,2.01644675926218,2,F,0,6,Medium,0
Female,25 - 45,Caucasian,0,0,0,0,0,2013-12-27 03:37:41,2013-12-28 01:23:50,0.907048611115897,1,M,0,1,Low,0
Male,25 - 45,Hispanic,0,0,0,1,-1,2013-06-18 03:54:18,2013-06-18 05:45:50,0.077453703699575,0,F,0,3,Low,0
Male,Less than 25,African-American,0,0,0,3,0,2013-09-30 06:02:37,2013-11-12 09:04:33,43.1263425925863,43,F,1,7,Medium,1
Male,Greater than 45,Caucasian,0,0,0,5,-1,2013-04-20 12:49:59,2013-04-23 07:33:14,2.7800347222219,3,M,0,2,Low,0
Female,Greater than 45,Caucasian,0,0,0,1,-2,2013-02-18 08:43:36,2013-02-19 02:29:33,0.740243055552128,1,M,1,1,Low,1
Female,25 - 45,African-American,0,0,0,0,0,2014-01-02 12:18:04,2014-01-03 02:25:43,0.58864583333343,1,F,0,1,Low,0
Male,25 - 45,Hispanic,0,0,0,0,-1,2013-03-11 04:18:14,2013-03-12 01:14:05,0.872118055551255,1,M,0,1,Low,0
Male,25 - 45,African-American,0,0,0,0,0,2014-03-03 03:25:46,2014-03-03 08:38:42,0.217314814814017,0,M,0,1,Low,0
Male,25 - 45,African-American,4,0,0,12,-1,2013-02-22 08:34:12,2013-02-23 08:56:42,1.015625,1,F,1,10,High,1
Male,25 - 45,African-American,0,0,0,14,0,2013-09-05 02:43:41,2013-09-05 07:37:30,0.20403935185459,0,F,1,6,Medium,1
Male,Less than 25,Hispanic,0,0,0,0,-1,2013-05-09 01:18:03,2013-05-09 07:50:08,0.272280092591245,0,F,0,3,Low,0
Male,25 - 45,Caucasian,0,0,0,3,-1,2013-03-08 10:32:50,2013-03-09 08:07:02,0.898750000000291,1,F,1,5,Medium,1
Female,25 - 45,Caucasian,0,0,0,0,-1,2013-09-29 09:25:30,2013-09-30 09:59:37,1.02369212963094,1,F,0,1,Low,0
Male,25 - 45,African-American,0,0,0,0,-1,2013-05-28 08:19:30,2013-05-29 02:05:25,0.740219907405844,1,M,0,6,Medium,0
Male,25 - 45,African-American,0,0,0,0,-1,2013-03-25 07:15:23,2013-03-26 07:49:33,1.02372685185401,1,M,1,1,Low,1
Male,Less than 25,Caucasian,8,2,0,11,-1,2014-02-21 11:26:19,2014-02-25 09:15:59,3.90949074073433,4,F,1,10,High,1
Male,Less than 25,African-American,0,0,0,0,-1,2013-08-17 05:45:53,2013-08-18 06:27:56,1.02920138889021,1,M,0,9,High,0
Male,Greater than 45,Caucasian,0,0,0,21,-1,2014-05-13 03:13:27,2014-05-14 10:38:42,1.30920138888905,1,F,1,6,Medium,1
Male,25 - 45,Caucasian,1,6,0,13,-1,2013-12-31 04:20:51,2014-01-01 09:05:13,1.19747685185575,1,F,0,7,Medium,0
Male,Less than 25,African-American,0,0,0,2,-1,2013-05-20 02:27:24,2013-05-24 02:22:59,3.99693287037371,4,M,0,4,Low,0
Male,25 - 45,African-American,0,0,0,0,-1,2013-12-15 09:42:58,2013-12-17 08:38:26,1.95518518518657,2,F,0,4,Low,0
Female,Less than 25,African-American,0,0,0,0,-1,2014-07-11 07:52:32,2014-07-18 06:08:53,6.92802083333663,7,F,1,4,Low,1
Male,25 - 45,Caucasian,4,1,0,10,-1,2013-01-14 09:30:03,2013-01-17 03:17:08,2.74103009259125,3,F,1,9,High,1
Male,25 - 45,African-American,2,0,0,6,-1,2013-10-18 12:47:10,2013-10-20 02:14:19,1.56052083332906,2,F,1,3,Low,1
Male,25 - 45,Hispanic,0,0,0,8,-8,2013-11-25 04:51:52,2013-11-25 08:37:24,0.156620370369637,0,F,1,2,Low,1
Male,Greater than 45,African-American,1,0,0,19,-1,2014-04-25 05:26:37,2014-04-28 02:52:47,2.89317129629489,3,F,1,8,High,1
Female,25 - 45,African-American,0,0,0,1,-1,2014-08-06 05:11:58,2014-08-07 08:01:25,1.11767361110833,1,F,1,3,Low,1
Male,Greater than 45,African-American,0,0,0,2,-17,2014-01-04 07:50:22,2014-01-08 03:01:39,3.79950231481052,4,M,0,7,Medium,0
Male,25 - 45,Caucasian,0,0,0,0,-1,2013-08-05 05:06:05,2013-08-09 03:55:02,3.95065972222073,4,F,0,1,Low,0
Male,25 - 45,Caucasian,0,0,3,9,-1,2013-10-31 03:30:04,2015-02-13 05:06:48,470.067175925928,470,F,1,6,Medium,1
Male,25 - 45,African-American,0,0,0,2,0,2013-02-28 12:20:59,2013-03-01 04:14:50,0.662395833329356,1,F,0,9,High,0
Male,25 - 45,African-American,0,0,0,1,-1,2013-08-19 05:36:35,2013-08-21 07:50:24,2.0929282407451,2,M,0,5,Medium,0
Male,25 - 45,African-American,1,1,1,13,-1,2014-10-22 08:58:25,2014-10-24 04:21:11,1.80747685185634,2,F,1,9,High,1
Male,Less than 25,Caucasian,0,0,0,0,-3,2014-02-21 05:05:49,2014-02-21 08:12:19,0.129513888889051,0,M,0,4,Low,0
Male,Greater than 45,African-American,0,0,0,7,-1,2014-05-31 10:26:26,2014-06-01 08:21:07,0.912974537037371,1,M,1,3,Low,1
Male,25 - 45,African-American,0,0,0,6,-22,2013-10-22 08:38:06,2013-11-13 09:32:53,22.0380439814762,22,F,1,6,Medium,1
Male,25 - 45,Caucasian,0,0,0,10,-1,2013-01-12 08:30:13,2013-01-17 08:21:28,4.99392361111677,5,F,1,7,Medium,1
Female,Greater than 45,Caucasian,0,0,0,0,-3,2013-01-25 09:46:53,2013-01-26 09:09:41,0.974166666666861,1,F,0,2,Low,0
Male,Greater than 45,Caucasian,0,0,0,8,-24,2013-03-19 06:42:18,2013-04-12 07:58:01,24.0525810185209,24,F,0,2,Low,0
Male,Less than 25,African-American,0,0,0,3,0,2014-08-11 04:24:01,2014-08-11 10:30:21,0.254398148150358,0,F,1,5,Medium,1
Male,25 - 45,African-American,0,0,0,7,-2,2013-03-22 10:17:54,2013-03-24 02:12:36,1.66298611111415,2,M,1,3,Low,0
Female,25 - 45,African-American,0,0,0,3,-1,2013-09-23 07:28:31,2013-09-24 06:24:45,0.955717592594738,1,M,1,5,Medium,1
Male,25 - 45,African-American,0,0,0,1,0,2014-02-14 01:23:36,2014-02-14 08:28:21,0.294965277775191,0,F,1,1,Low,1
Male,Greater than 45,Caucasian,0,0,0,0,-1,2013-09-23 07:08:46,2013-09-24 07:34:58,1.01819444444118,1,M,1,1,Low,1
Female,Less than 25,Caucasian,0,0,0,0,0,2014-11-26 01:14:13,2014-11-26 08:37:39,0.307939814818383,0,F,1,10,High,1
Male,Less than 25,African-American,0,0,0,2,-1,2014-02-25 10:55:52,2014-04-02 10:20:00,35.975092592591,36,M,1,8,High,1
Male,25 - 45,African-American,0,0,0,8,-1,2014-05-08 12:27:25,2014-05-18 04:40:00,9.67540509259561,10,M,1,8,High,1
Male,25 - 45,Caucasian,0,0,0,0,0,2013-01-29 03:02:10,2013-01-29 08:32:31,0.229409722218406,0,M,0,1,Low,0
Male,25 - 45,African-American,0,1,0,5,-1,2013-10-14 09:06:13,2013-10-15 07:40:33,0.940509259264218,1,M,1,9,High,1
Male,25 - 45,Hispanic,0,0,0,1,-3,2014-03-28 10:46:35,2014-03-29 09:04:01,0.92877314814541,1,M,0,1,Low,0
Female,Greater than 45,African-American,0,0,0,0,-1,2013-01-27 07:23:13,2013-01-29 05:24:01,1.91722222222597,2,F,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,1,-3,2014-01-10 12:09:47,2014-01-10 07:57:22,0.175289351856918,0,M,0,2,Low,0
Male,25 - 45,African-American,0,0,0,0,-1,2013-12-03 01:28:45,2014-01-06 09:00:31,34.3137268518476,34,F,0,3,Low,0
Male,25 - 45,Hispanic,0,0,1,6,-1,2014-08-01 07:25:29,2014-08-02 08:57:14,1.0637152777781,1,F,1,4,Low,1
Male,25 - 45,Other,0,0,0,2,-1,2014-02-25 01:35:38,2014-02-26 09:51:09,1.34410879630013,1,M,0,1,Low,0
Male,Less than 25,Caucasian,0,0,0,6,0,2013-01-28 05:06:16,2013-02-03 02:50:43,5.90586805555358,6,F,1,9,High,1
Male,25 - 45,African-American,0,0,1,13,-1,2013-09-19 10:04:18,2013-09-20 08:53:23,0.95075231482042,1,F,1,10,High,1
Male,Less than 25,African-American,0,1,0,2,-1,2013-05-28 11:49:22,2013-05-29 02:04:51,0.594085648146574,1,F,0,2,Low,0
Male,25 - 45,Caucasian,0,0,0,2,-1,2013-08-10 06:29:43,2013-08-12 03:36:30,1.87971064815065,2,F,0,3,Low,0
Male,25 - 45,Caucasian,0,0,0,0,0,2013-05-03 02:50:28,2013-05-04 02:49:49,0.999548611107457,1,M,0,1,Low,0
Female,25 - 45,Caucasian,0,0,0,1,-2,2013-05-26 09:44:58,2013-05-27 01:13:35,0.644872685181326,1,F,0,2,Low,0
Male,Less than 25,African-American,0,0,0,2,-1,2014-01-14 08:25:09,2014-02-12 04:54:28,28.8536921296254,29,F,1,7,Medium,1
Male,Greater than 45,African-American,0,0,0,5,-1,2013-02-01 11:18:12,2013-11-26 06:43:53,297.809502314813,298,F,0,4,Low,0
Male,25 - 45,African-American,0,0,0,1,0,2013-08-19 05:01:46,2013-08-19 07:34:52,0.106319444443216,0,M,0,1,Low,0
Male,Greater than 45,Caucasian,0,0,0,10,0,2013-04-25 02:34:13,2013-04-25 08:03:17,0.228518518517376,0,M,1,3,Low,0
Male,Greater than 45,Caucasian,0,0,0,0,-1,2013-05-12 05:43:25,2013-05-15 07:42:03,3.08238425925811,3,F,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,4,-1,2013-12-22 05:37:28,2013-12-23 06:32:58,1.03854166666133,1,F,0,6,Medium,0
Male,Greater than 45,African-American,0,0,0,15,-1,2014-12-30 04:56:59,2015-02-02 09:55:01,34.2069675925959,34,F,1,8,High,1
Male,Greater than 45,Caucasian,0,0,0,2,-14,2013-03-13 12:53:32,2013-03-21 02:08:03,7.55174768518191,8,F,0,2,Low,0
Male,25 - 45,African-American,0,0,0,4,-1,2014-03-16 12:37:52,2014-03-17 01:55:29,0.553900462960883,1,M,1,2,Low,1
Male,Less than 25,Caucasian,0,0,0,2,-1,2014-07-09 03:44:22,2014-07-11 05:10:09,2.05957175925869,2,F,1,3,Low,1
Male,25 - 45,Caucasian,0,0,0,6,0,2014-02-17 02:20:40,2014-02-17 08:18:14,0.248310185183072,0,F,0,8,High,0
Male,Less than 25,African-American,1,0,0,2,0,2013-05-23 02:31:47,2013-05-24 03:36:40,1.0450578703676,1,F,1,9,High,1
Female,Greater than 45,Caucasian,0,0,0,0,-1,2013-05-20 12:10:00,2013-05-20 12:19:32,0.006620370368182,0,M,0,1,Low,0
Male,Greater than 45,African-American,0,0,0,8,-23,2013-06-16 12:08:58,2013-06-25 08:00:23,8.82737268518395,9,F,1,8,High,1
Male,Less than 25,African-American,0,0,0,0,0,2013-08-10 12:20:57,2013-08-11 02:13:50,0.578391203700448,1,F,1,7,Medium,1
Male,Greater than 45,Caucasian,0,0,0,0,0,2014-05-13 12:09:00,2014-05-13 01:48:04,0.431203703701613,0,M,1,1,Low,1
Male,25 - 45,Caucasian,0,0,0,1,0,2013-09-21 02:54:54,2013-09-21 01:51:40,0.043912037035625,0,F,1,2,Low,1
Male,25 - 45,African-American,0,0,0,0,-1,2013-05-13 11:27:59,2013-05-14 06:47:18,0.805081018523197,1,F,1,1,Low,1
Female,25 - 45,African-American,0,0,0,1,0,2014-02-21 05:15:33,2014-02-22 03:34:25,0.92976851851563,1,M,0,5,Medium,0
Male,Greater than 45,Caucasian,0,0,0,0,0,2013-04-29 01:03:48,2013-04-29 06:46:09,0.237743055549799,0,M,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,4,0,2013-12-23 03:45:10,2014-01-23 10:11:37,31.2683680555565,31,F,1,2,Low,1
Male,25 - 45,African-American,0,0,0,5,-1,2014-05-30 07:12:58,2014-06-02 12:45:34,3.23097222221986,3,F,1,5,Medium,1
Female,Less than 25,African-American,0,0,0,0,-1,2014-03-16 09:49:27,2014-03-17 09:22:07,0.981018518519704,1,M,0,5,Medium,0
Male,25 - 45,Caucasian,0,0,0,0,-1,2013-12-09 07:48:15,2013-12-11 04:09:56,1.84839120370452,2,M,0,1,Low,0
Male,25 - 45,African-American,0,0,0,5,-1,2013-09-12 05:16:21,2013-09-15 09:06:16,3.15966435184964,3,M,1,3,Low,1
Female,25 - 45,African-American,0,0,0,16,-1,2013-04-07 10:05:20,2013-05-01 10:15:05,24.0067708333372,24,F,0,6,Medium,0
Male,Less than 25,African-American,0,2,1,3,-3,2013-03-05 08:54:54,2013-03-06 11:00:34,1.08726851851679,1,F,1,9,High,1
Male,Greater than 45,African-American,0,0,0,1,-1,2014-03-03 04:53:44,2014-03-04 09:04:35,1.17420138889429,1,F,1,1,Low,1
Female,Greater than 45,Caucasian,0,0,0,1,-26,2013-07-18 01:48:52,2013-07-18 12:10:03,0.431377314816928,0,M,0,1,Low,0
Female,Less than 25,Caucasian,0,0,0,0,0,2013-05-21 12:50:11,2013-05-22 05:30:40,0.694780092591827,1,M,0,5,Medium,0
Male,25 - 45,African-American,0,0,0,4,-1,2014-11-11 09:26:27,2014-12-15 09:30:11,34.0025925925947,34,F,1,8,High,1
Female,Greater than 45,African-American,0,0,0,1,-1,2013-01-18 05:15:26,2013-01-20 08:28:44,2.13423611111648,2,M,0,1,Low,0
Male,Less than 25,African-American,2,0,0,7,-1,2013-10-24 10:28:40,2013-10-27 07:45:15,2.88651620370365,3,M,1,8,High,1
Male,Less than 25,Caucasian,0,0,0,1,-1,2013-09-08 08:48:03,2013-09-09 02:06:14,0.720960648148321,1,F,0,4,Low,0
Male,25 - 45,Caucasian,0,0,0,0,-1,2013-09-14 07:25:21,2013-10-21 08:49:04,37.0581365740727,37,F,1,6,Medium,1
Male,25 - 45,African-American,0,0,0,4,0,2013-01-25 01:41:29,2013-01-25 01:58:16,0.011655092588626,0,M,0,6,Medium,0
Male,25 - 45,African-American,0,0,0,2,-1,2013-01-15 09:51:37,2013-01-17 09:15:00,1.97457175925956,2,F,1,5,Medium,0
Male,25 - 45,African-American,3,0,0,12,-1,2013-04-19 03:12:03,2013-06-10 10:44:28,52.3141782407402,52,M,0,10,High,0
Male,Less than 25,Caucasian,0,0,0,0,0,2013-08-16 01:18:50,2013-08-16 01:33:22,0.010092592594447,0,F,0,4,Low,0
Male,25 - 45,African-American,0,0,1,5,-1,2013-10-11 11:05:38,2013-10-12 01:31:00,0.600949074076198,1,F,1,9,High,1
Male,Greater than 45,African-American,0,0,0,1,-1,2014-01-31 11:01:58,2014-02-01 10:10:12,0.964050925926131,1,F,0,1,Low,0
Male,Less than 25,African-American,0,1,2,1,-1,2013-03-29 07:15:17,2013-04-01 03:56:36,2.86202546296408,3,F,0,5,Medium,0
Male,25 - 45,African-American,0,0,0,1,-1,2014-08-03 11:18:36,2014-09-04 04:00:59,31.6960995370318,32,F,1,6,Medium,1
Male,25 - 45,Caucasian,0,0,0,0,-1,2013-05-03 11:05:54,2013-05-04 10:02:06,0.955694444441178,1,M,1,7,Medium,1
Female,Greater than 45,Hispanic,0,0,0,1,18,2013-09-09 01:31:23,2013-09-10 02:50:27,1.05490740740788,1,F,1,2,Low,1
Male,Greater than 45,Caucasian,0,0,0,1,-5,2014-03-06 02:23:58,2014-03-10 07:39:04,4.21881944444613,4,F,1,1,Low,1
Male,25 - 45,African-American,0,0,0,1,0,2013-10-07 05:48:19,2013-10-30 09:57:10,23.1728125000009,23,F,0,1,Low,0
Male,25 - 45,African-American,3,0,0,16,-1,2014-07-30 09:59:12,2014-07-31 08:43:21,0.947326388886722,1,F,1,10,High,1
Male,Less than 25,Caucasian,0,0,0,0,0,2013-03-05 04:09:04,2013-03-05 06:30:19,0.098090277781012,0,F,0,4,Low,0
Male,Less than 25,African-American,0,0,1,1,-1,2014-10-03 07:33:09,2014-10-10 08:59:03,7.05965277777432,7,F,1,5,Medium,1
Male,Greater than 45,Other,0,0,0,1,-1,2013-01-17 11:36:51,2013-01-18 09:16:04,0.902233796296059,1,F,0,1,Low,0
Male,Less than 25,African-American,0,0,0,1,0,2013-01-04 12:44:48,2013-01-18 08:28:40,13.8221296296324,14,M,1,8,High,1
Male,25 - 45,African-American,0,0,0,1,0,2013-09-23 12:16:20,2013-09-23 08:15:00,0.167592592595611,0,F,0,9,High,0
Male,25 - 45,African-American,0,6,5,17,-1,2013-05-23 11:50:59,2013-09-13 09:09:15,112.887685185189,113,F,1,8,High,1
Male,Greater than 45,Caucasian,0,0,0,0,0,2013-05-08 05:38:16,2013-05-14 09:38:56,6.16712962962629,6,M,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,3,-1,2014-02-07 04:46:22,2014-02-10 10:45:34,3.24944444444554,3,M,0,3,Low,0
Male,25 - 45,Hispanic,0,0,0,2,-1,2013-11-22 09:33:14,2013-11-23 10:16:36,1.03011574073753,1,M,0,2,Low,0
Male,Greater than 45,Caucasian,0,0,0,0,-1,2013-05-01 04:33:58,2013-05-02 04:44:03,1.00700231482188,1,M,0,1,Low,0
Male,Less than 25,African-American,0,0,0,1,0,2013-02-07 12:13:06,2013-02-11 08:47:59,3.8575578703676,4,M,0,8,High,0
Male,25 - 45,Caucasian,0,0,0,0,-1,2013-11-06 10:58:07,2013-11-07 01:55:42,0.623321759259852,1,M,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,0,-7,2014-02-05 05:34:10,2014-02-11 09:01:58,6.14430555555737,6,F,0,3,Low,0
Female,Less than 25,African-American,0,0,0,0,-1,2014-02-04 10:17:09,2014-02-05 09:57:26,0.986307870371093,1,F,0,5,Medium,0
Male,Greater than 45,Asian,0,0,0,0,-1,2013-03-17 10:10:13,2013-03-20 09:25:28,2.96892361111531,3,F,0,2,Low,0
Male,Less than 25,African-American,0,0,0,0,-1,2013-11-13 08:08:42,2013-11-14 08:11:27,1.00190972221753,1,M,1,5,Medium,1
Male,25 - 45,African-American,0,0,0,5,-1,2013-08-01 11:03:55,2013-08-02 08:42:08,0.901539351856627,1,M,0,3,Low,0
Female,Less than 25,African-American,0,0,0,0,0,2013-12-04 12:13:31,2013-12-04 12:07:33,0.004143518512137,0,M,1,4,Low,1
Male,25 - 45,African-American,0,0,0,0,-1,2013-02-16 11:55:29,2013-02-18 02:30:55,1.60793981481402,2,M,0,3,Low,0
